symbol,buy_date,buy_price,buy_qty,sell_date,sell_price,sell_qty,pnl,holding_period_minutes,status
EO CE HDFCBANK 26Jun2025 2000,2025-06-24,2.1,550.0,2025-06-23,1.25,550.0,-467.50000000000006,1440.0,CLOSED
EO CE HDFCBANK 26Jun2025 2000,2025-06-24,2.1,550.0,2025-06-23,1.25,550.0,-467.50000000000006,1440.0,CLOSED
EO CE HDFCBANK 26Jun2025 2000,2025-06-24,2.0,550.0,2025-06-23,1.25,550.0,-412.5,1440.0,CLOSED
EO CE HDFCBANK 26Jun2025 2000,2025-06-24,1.95,550.0,2025-06-23,1.25,550.0,-385.0,1440.0,CLOSED
EO CE HDFCBANK 26Jun2025 2080,2025-06-06,3.45,550.0,2025-06-02,2.95,550.0,-275.0,5760.0,CLOSED
EO CE HDFCBANK 26Jun2025 2080,2025-06-06,3.45,550.0,2025-06-02,2.95,550.0,-275.0,5760.0,CLOSED
EO CE HDFCBANK 26Jun2025 2080,2025-06-06,3.45,550.0,2025-06-02,2.95,550.0,-275.0,5760.0,CLOSED
EO CE HDFCBANK 26Jun2025 2080,2025-06-06,3.45,550.0,2025-06-04,2.25,550.0,-660.0000000000001,2880.0,CLOSED
EO CE HDFCBANK 26Jun2025 2080,2025-06-06,3.45,550.0,2025-06-04,2.25,550.0,-660.0000000000001,2880.0,CLOSED
EO CE HDFCBANK 28Aug2025 1020,2025-08-28,0.05,2200.0,,0.0,2200.0,-110.0,0.0,OPEN
EO CE HDFCBANK 28Aug2025 1030,2025-08-28,0.05,1100.0,,0.0,1100.0,-55.0,0.0,OPEN
EO CE HDFCBANK 28Aug2025 1050,2025-08-26,0.05,1100.0,,0.0,1100.0,-55.0,0.0,OPEN
EO CE HDFCBANK 28Aug2025 1050,2025-08-26,0.05,1100.0,,0.0,1100.0,-55.0,0.0,OPEN
EO CE HDFCBANK 28Aug2025 2040,,0.0,2200.0,2025-08-22,2.3,2200.0,5060.0,0.0,OPEN
EO CE HDFCBANK 28Aug2025 2060,,0.0,550.0,2025-08-25,1.05,550.0,577.5,0.0,OPEN
EO CE HDFCBANK 28Aug2025 2060,,0.0,550.0,2025-08-25,1.05,550.0,577.5,0.0,OPEN
EO CE HDFCBANK 28Aug2025 2060,,0.0,550.0,2025-08-25,1.05,550.0,577.5,0.0,OPEN
EO CE HDFCBANK 28Aug2025 2100,2025-08-12,1.75,550.0,2025-08-05,2.6,550.0,467.50000000000006,10080.0,CLOSED
EO CE HDFCBANK 28Aug2025 2100,,0.0,550.0,2025-08-20,0.85,550.0,467.5,0.0,OPEN
EO CE HDFCBANK 28Aug2025 2100,,0.0,1100.0,2025-08-20,0.85,1100.0,935.0,0.0,OPEN
EO CE HDFCBANK 28Aug2025 2100,,0.0,550.0,2025-08-20,0.85,550.0,467.5,0.0,OPEN
EO CE HDFCBANK 28Aug2025 2140,2025-08-18,0.75,1100.0,2025-08-12,0.9,1100.0,165.00000000000003,8640.0,CLOSED
EO CE HDFCBANK 28Aug2025 2240,2025-08-12,0.45,550.0,2025-08-01,1.0,550.0,302.5,15840.0,CLOSED
EO CE HDFCBANK 28Aug2025 2240,2025-08-12,0.45,550.0,2025-08-01,1.0,550.0,302.5,15840.0,CLOSED
EO CE HDFCBANK 28Aug2025 2240,2025-08-12,0.45,550.0,2025-08-01,1.0,550.0,302.5,15840.0,CLOSED
EO CE HDFCBANK 28Aug2025 2240,2025-08-12,0.45,550.0,2025-08-01,1.0,550.0,302.5,15840.0,CLOSED
EO CE HDFCBANK 30Sep2025 1000,2025-09-30,0.05,2200.0,2025-09-24,0.75,2200.0,1540.0,8640.0,CLOSED
EO CE HDFCBANK 30Sep2025 1020,2025-09-30,0.05,1100.0,2025-09-24,0.5,1100.0,495.0,8640.0,CLOSED
EO CE HDFCBANK 30Sep2025 1050,2025-09-04,0.7,1100.0,2025-09-03,0.7,1100.0,0.0,1440.0,CLOSED
EO CE HDFCLIFE 26Jun2025 800,2025-06-19,0.65,1100.0,2025-06-17,1.95,1100.0,1429.9999999999998,2880.0,CLOSED
EO CE HDFCLIFE 26Jun2025 800,2025-06-23,0.75,1100.0,2025-06-17,1.95,1100.0,1320.0,8640.0,CLOSED
EO CE HDFCLIFE 26Jun2025 800,2025-06-23,0.75,1100.0,2025-06-23,0.9,1100.0,165.00000000000003,0.0,CLOSED
EO CE HDFCLIFE 26Jun2025 800,2025-06-23,0.75,1100.0,2025-06-23,0.9,1100.0,165.00000000000003,0.0,CLOSED
EO CE HDFCLIFE 26Jun2025 800,2025-06-23,0.75,1100.0,2025-06-23,0.9,1100.0,165.00000000000003,0.0,CLOSED
EO CE HDFCLIFE 26Jun2025 800,2025-06-24,0.6,1100.0,2025-06-23,0.9,1100.0,330.00000000000006,1440.0,CLOSED
EO CE HDFCLIFE 26Jun2025 810,2025-06-18,0.95,1100.0,2025-06-17,1.15,1100.0,219.99999999999994,1440.0,CLOSED
EO CE HDFCLIFE 26Jun2025 810,2025-06-23,0.4,1100.0,2025-06-17,1.15,1100.0,824.9999999999999,8640.0,CLOSED
EO CE HDFCLIFE 26Jun2025 810,2025-06-23,0.4,1100.0,2025-06-17,1.15,1100.0,824.9999999999999,8640.0,CLOSED
EO CE HDFCLIFE 28Aug2025 820,2025-08-14,2.05,1100.0,2025-08-06,0.95,1100.0,-1209.9999999999998,11520.0,CLOSED
EO CE HDFCLIFE 28Aug2025 830,2025-08-21,2.15,2200.0,2025-08-19,0.9,2200.0,-2750.0,2880.0,CLOSED
EO CE HDFCLIFE 28Aug2025 830,2025-08-21,2.15,2200.0,2025-08-19,1.0,2200.0,-2530.0,2880.0,CLOSED
EO CE HDFCLIFE 28Aug2025 830,2025-08-26,0.05,1100.0,2025-08-21,1.2,1100.0,1265.0,7200.0,CLOSED
EO CE HDFCLIFE 28Aug2025 830,2025-08-26,0.05,1100.0,2025-08-21,1.4,1100.0,1484.9999999999998,7200.0,CLOSED
EO CE HDFCLIFE 28Aug2025 850,2025-08-25,0.05,1100.0,2025-07-28,1.7,1100.0,1815.0,40320.0,CLOSED
EO CE HDFCLIFE 30Sep2025 840,2025-09-10,1.25,2200.0,2025-09-04,2.9,2200.0,3630.0,8640.0,CLOSED
EO CE HDFCLIFE 30Sep2025 850,2025-09-25,0.05,1100.0,2025-09-04,3.45,1100.0,3740.0000000000005,30240.0,CLOSED
EO CE HDFCLIFE 30Sep2025 850,2025-09-25,0.05,2200.0,2025-09-04,2.75,2200.0,5940.0,30240.0,CLOSED
EO CE HDFCLIFE 30Sep2025 860,2025-09-10,0.5,1100.0,2025-09-04,0.95,1100.0,494.99999999999994,8640.0,CLOSED
EO CE HDFCLIFE 30Sep2025 860,2025-09-10,0.5,1100.0,2025-09-04,0.95,1100.0,494.99999999999994,8640.0,CLOSED
EO CE HDFCLIFE 30Sep2025 860,2025-09-24,0.1,1100.0,2025-09-04,0.9,1100.0,880.0,28800.0,CLOSED
EO CE HDFCLIFE 30Sep2025 860,2025-09-24,0.1,1100.0,2025-09-04,0.9,1100.0,880.0,28800.0,CLOSED
EO CE HDFCLIFE 31Jul2025 800,2025-07-28,0.6,1100.0,2025-07-16,2.8,1100.0,2419.9999999999995,17280.0,CLOSED
EO CE HDFCLIFE 31Jul2025 800,2025-07-28,0.45,1100.0,2025-07-16,2.8,1100.0,2584.9999999999995,17280.0,CLOSED
EO CE HDFCLIFE 31Jul2025 880,2025-07-29,0.1,1100.0,2025-07-08,0.95,1100.0,935.0,30240.0,CLOSED
EO CE HDFCLIFE 31Jul2025 900,2025-07-09,0.55,1100.0,2025-06-27,1.25,1100.0,770.0,17280.0,CLOSED
EO CE HDFCLIFE 31Jul2025 900,2025-07-14,0.2,1100.0,2025-06-27,1.25,1100.0,1155.0,24480.0,CLOSED
EO CE HDFCLIFE 31Jul2025 900,2025-07-14,0.2,1100.0,2025-07-01,1.0,1100.0,880.0,18720.0,CLOSED
EO CE HEROMOTOCO 28Aug2025 5350,2025-08-28,1.0,150.0,2025-08-28,1.75,150.0,112.5,0.0,CLOSED
EO CE HEROMOTOCO 28Aug2025 5350,2025-08-28,1.0,150.0,2025-08-28,1.75,150.0,112.5,0.0,CLOSED
EO CE HEROMOTOCO 28Aug2025 5350,2025-08-28,1.0,150.0,2025-08-28,1.75,150.0,112.5,0.0,CLOSED
EO CE HEROMOTOCO 28Aug2025 5350,2025-08-28,1.0,150.0,2025-08-28,1.7,150.0,105.0,0.0,CLOSED
EO CE HEROMOTOCO 28Aug2025 5500,2025-08-19,6.15,150.0,2025-08-18,4.95,150.0,-180.00000000000003,1440.0,CLOSED
EO CE HEROMOTOCO 28Aug2025 5500,2025-08-19,6.15,150.0,2025-08-18,4.9,150.0,-187.5,1440.0,CLOSED
EO CE HINDALCO 28Aug2025 740,2025-08-19,1.55,1400.0,2025-08-12,0.85,1400.0,-980.0000000000001,10080.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2780,2025-08-18,1.8,300.0,2025-08-13,1.25,300.0,-165.0,7200.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2780,2025-08-18,1.8,300.0,2025-08-13,1.25,300.0,-165.0,7200.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2780,2025-08-18,1.8,300.0,2025-08-13,1.25,300.0,-165.0,7200.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2780,2025-08-18,1.8,300.0,2025-08-13,1.25,300.0,-165.0,7200.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2880,2025-08-20,1.4,300.0,2025-08-01,2.75,300.0,405.0,27360.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2880,2025-08-20,1.4,300.0,2025-08-01,2.75,300.0,405.0,27360.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2900,2025-08-20,1.05,300.0,2025-08-01,2.75,300.0,510.0,27360.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2900,2025-08-20,1.05,300.0,2025-08-01,2.75,300.0,510.0,27360.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2900,2025-08-20,1.05,300.0,2025-08-01,3.0,300.0,585.0,27360.0,CLOSED
EO CE HINDUNILVR 28Aug2025 2980,2025-08-28,0.05,1200.0,2025-08-01,3.0,1200.0,3540.0,38880.0,CLOSED
EO CE HINDUNILVR 30Sep2025 3040,2025-09-25,0.05,300.0,2025-09-01,2.2,300.0,645.0000000000001,34560.0,CLOSED
EO CE HINDUNILVR 31Jul2025 2700,2025-07-21,0.8,300.0,2025-07-11,5.05,300.0,1275.0,14400.0,CLOSED
EO CE HINDUNILVR 31Jul2025 2700,2025-07-25,0.35,300.0,2025-07-11,5.05,300.0,1410.0,20160.0,CLOSED
EO CE ICICIBANK 26Jun2025 1520,2025-06-10,1.6,700.0,2025-06-10,1.5,700.0,-70.00000000000006,0.0,CLOSED
EO CE ICICIBANK 26Jun2025 1520,2025-06-10,1.6,1400.0,2025-06-10,1.5,1400.0,-140.0000000000001,0.0,CLOSED
EO CE ICICIBANK 26Jun2025 1520,2025-06-17,0.65,700.0,2025-06-10,1.5,700.0,595.0,10080.0,CLOSED
EO CE ICICIBANK 26Jun2025 1520,2025-06-17,0.65,700.0,2025-06-10,1.5,700.0,595.0,10080.0,CLOSED
EO CE ICICIBANK 26Jun2025 1520,2025-06-18,0.5,700.0,2025-06-10,1.5,700.0,700.0,11520.0,CLOSED
EO CE ICICIBANK 26Jun2025 1520,2025-06-23,0.1,700.0,2025-06-10,1.5,700.0,979.9999999999999,18720.0,CLOSED
EO CE ICICIBANK 28Aug2025 1500,2025-08-07,2.4,700.0,2025-08-07,2.3,700.0,-70.00000000000006,0.0,CLOSED
EO CE ICICIBANK 28Aug2025 1550,2025-08-12,0.55,700.0,2025-08-01,2.65,700.0,1469.9999999999998,15840.0,CLOSED
EO CE ICICIBANK 28Aug2025 1550,2025-08-12,0.55,700.0,2025-08-01,2.65,700.0,1469.9999999999998,15840.0,CLOSED
EO CE ICICIBANK 28Aug2025 1550,2025-08-12,0.6,700.0,2025-08-04,1.6,700.0,700.0,11520.0,CLOSED
EO CE ICICIBANK 28Aug2025 1550,2025-08-14,0.4,700.0,2025-08-05,0.85,700.0,314.99999999999994,12960.0,CLOSED
EO CE ICICIBANK 28Aug2025 1550,2025-08-14,0.4,700.0,2025-08-05,0.85,700.0,314.99999999999994,12960.0,CLOSED
EO CE ICICIBANK 30Sep2025 1480,2025-09-29,0.05,700.0,2025-09-19,1.05,700.0,700.0,14400.0,CLOSED
EO CE ICICIBANK 30Sep2025 1480,2025-09-29,0.05,700.0,2025-09-19,1.05,700.0,700.0,14400.0,CLOSED
EO CE INDHOTEL 28Aug2025 860,2025-08-28,0.05,1000.0,2025-08-21,0.6,1000.0,549.9999999999999,10080.0,CLOSED
EO CE INDHOTEL 30Sep2025 820,2025-09-29,0.05,1000.0,2025-09-23,0.65,1000.0,600.0,8640.0,CLOSED
EO CE INDHOTEL 30Sep2025 820,2025-09-29,0.05,2000.0,2025-09-23,0.65,2000.0,1200.0,8640.0,CLOSED
EO CE INDHOTEL 30Sep2025 820,2025-09-29,0.05,1000.0,2025-09-23,0.7,1000.0,649.9999999999999,8640.0,CLOSED
EO CE INDHOTEL 30Sep2025 840,2025-09-29,0.05,1000.0,2025-09-19,0.9,1000.0,850.0,14400.0,CLOSED
EO CE INDHOTEL 30Sep2025 840,2025-09-29,0.05,1000.0,2025-09-19,0.9,1000.0,850.0,14400.0,CLOSED
EO CE INDHOTEL 30Sep2025 860,2025-09-26,0.05,1000.0,2025-09-15,1.5,1000.0,1450.0,15840.0,CLOSED
EO CE INDHOTEL 30Sep2025 860,2025-09-26,0.05,1000.0,2025-09-15,1.5,1000.0,1450.0,15840.0,CLOSED
EO CE INDHOTEL 30Sep2025 860,2025-09-26,0.05,1000.0,2025-09-15,1.5,1000.0,1450.0,15840.0,CLOSED
EO CE INDHOTEL 30Sep2025 860,2025-09-26,0.05,1000.0,2025-09-15,1.5,1000.0,1450.0,15840.0,CLOSED
EO CE INDHOTEL 30Sep2025 870,2025-09-29,0.05,2000.0,2025-09-15,1.0,2000.0,1900.0,20160.0,CLOSED
EO CE INDHOTEL 30Sep2025 870,2025-09-29,0.05,1000.0,2025-09-15,1.0,1000.0,950.0,20160.0,CLOSED
EO CE INDHOTEL 30Sep2025 870,2025-09-29,0.05,1000.0,2025-09-15,1.0,1000.0,950.0,20160.0,CLOSED
EO CE INDIANB 26Jun2025 693.75,2025-06-18,0.35,950.0,2025-06-10,1.5,950.0,1092.5,11520.0,CLOSED
EO CE INDIANB 26Jun2025 693.75,2025-06-23,0.05,950.0,2025-06-10,1.5,950.0,1377.5,18720.0,CLOSED
EO CE INDIANB 26Jun2025 693.75,2025-06-23,0.05,950.0,2025-06-10,1.5,950.0,1377.5,18720.0,CLOSED
EO CE INDIANB 26Jun2025 703.75,2025-06-17,0.55,950.0,2025-06-10,1.2,950.0,617.4999999999999,10080.0,CLOSED
EO CE INDIANB 26Jun2025 703.75,2025-06-18,0.25,950.0,2025-06-10,1.2,950.0,902.5,11520.0,CLOSED
EO CE INDIANB 26Jun2025 703.75,2025-06-23,0.05,950.0,2025-06-10,1.2,950.0,1092.5,18720.0,CLOSED
EO CE INDIANB 28Aug2025 720,2025-08-11,4.55,1000.0,2025-08-06,0.95,1000.0,-3599.9999999999995,7200.0,CLOSED
EO CE INDIANB 28Aug2025 740,2025-08-18,0.75,1000.0,2025-08-11,1.3,1000.0,550.0,10080.0,CLOSED
EO CE INDIANB 28Aug2025 740,2025-08-18,0.75,1000.0,2025-08-11,2.1,1000.0,1350.0,10080.0,CLOSED
EO CE INDIANB 28Aug2025 740,2025-08-18,0.75,1000.0,2025-08-11,1.3,1000.0,550.0,10080.0,CLOSED
EO CE INDIANB 28Aug2025 740,2025-08-18,0.75,1000.0,2025-08-11,1.3,1000.0,550.0,10080.0,CLOSED
EO CE INDIANB 28Aug2025 740,2025-08-18,0.75,1000.0,2025-08-11,1.3,1000.0,550.0,10080.0,CLOSED
EO CE INDIANB 30Sep2025 780,2025-09-30,0.1,1000.0,2025-09-24,0.7,1000.0,600.0,8640.0,CLOSED
EO CE INDIANB 31Jul2025 670,2025-07-30,0.1,1000.0,2025-07-28,0.9,1000.0,800.0,2880.0,CLOSED
EO CE INDIANB 31Jul2025 740,2025-07-21,0.5,1000.0,2025-07-07,1.65,1000.0,1150.0,20160.0,CLOSED
EO CE INDIANB 31Jul2025 740,2025-07-23,0.3,1000.0,2025-07-07,1.7,1000.0,1400.0,23040.0,CLOSED
EO CE INDIGO 28Aug2025 6000,2025-08-28,0.1,150.0,2025-08-28,0.95,150.0,127.5,0.0,CLOSED
EO CE INDIGO 28Aug2025 6000,2025-08-28,0.1,300.0,2025-08-28,0.95,300.0,255.0,0.0,CLOSED
EO CE INDIGO 28Aug2025 6000,2025-08-28,0.1,150.0,2025-08-28,0.95,150.0,127.5,0.0,CLOSED
EO CE INDIGO 30Sep2025 6500,2025-09-30,0.05,150.0,2025-08-29,7.4,150.0,1102.5,46080.0,CLOSED
EO CE INFY 26Jun2025 1640,2025-06-23,1.1,800.0,2025-06-23,1.8,800.0,560.0,0.0,CLOSED
EO CE INFY 26Jun2025 1680,2025-06-12,6.1,400.0,2025-06-12,9.95,400.0,1539.9999999999998,0.0,CLOSED
EO CE INFY 26Jun2025 1680,2025-06-12,8.1,400.0,2025-06-12,8.15,400.0,20.000000000000284,0.0,CLOSED
EO CE INFY 26Jun2025 1680,2025-06-12,8.4,400.0,2025-06-12,8.15,400.0,-100.0,0.0,CLOSED
EO CE INFY 26Jun2025 1680,2025-06-12,8.4,400.0,2025-06-12,8.3,400.0,-39.99999999999986,0.0,CLOSED
EO CE INFY 30Sep2025 1680,2025-09-19,1.05,800.0,2025-09-19,0.9,800.0,-120.00000000000001,0.0,CLOSED
EO CE INFY 30Sep2025 1700,2025-09-29,0.05,1600.0,2025-09-12,1.6,1600.0,2480.0,24480.0,CLOSED
EO CE IRFC 28Aug2025 145,2025-08-22,0.05,4250.0,2025-08-12,0.25,4250.0,850.0,14400.0,CLOSED
EO CE IRFC 31Jul2025 150,2025-07-25,0.15,4250.0,2025-07-23,0.25,4250.0,425.0,2880.0,CLOSED
EO CE IRFC 31Jul2025 150,2025-07-28,0.1,4250.0,2025-07-23,0.25,4250.0,637.5,7200.0,CLOSED
EO CE JINDALSTEL 30Sep2025 1100,2025-09-03,4.6,625.0,2025-09-03,3.8,625.0,-499.9999999999999,0.0,CLOSED
EO CE JINDALSTEL 30Sep2025 1100,2025-09-03,4.6,1250.0,2025-09-03,3.8,1250.0,-999.9999999999998,0.0,CLOSED
EO CE JINDALSTEL 30Sep2025 1100,2025-09-03,4.6,625.0,2025-09-03,3.8,625.0,-499.9999999999999,0.0,CLOSED
EO CE JINDALSTEL 30Sep2025 1100,2025-09-29,0.05,625.0,2025-09-26,1.7,625.0,1031.25,4320.0,CLOSED
EO CE JINDALSTEL 30Sep2025 1100,2025-09-29,0.05,625.0,2025-09-26,1.65,625.0,999.9999999999999,4320.0,CLOSED
EO CE JIOFIN 28Aug2025 360,2025-08-25,0.1,4700.0,2025-08-20,0.3,4700.0,939.9999999999999,7200.0,CLOSED
EO CE JSWSTEEL 28Aug2025 1180,2025-08-14,0.3,675.0,2025-08-08,1.4,675.0,742.4999999999999,8640.0,CLOSED
EO CE JSWSTEEL 28Oct2025 1280,,0.0,675.0,2025-09-26,3.7,675.0,2497.5,0.0,OPEN
EO CE JSWSTEEL 30Sep2025 1180,2025-09-29,0.05,1350.0,2025-09-26,1.95,1350.0,2565.0,4320.0,CLOSED
EO CE JSWSTEEL 30Sep2025 1200,2025-09-23,1.0,675.0,2025-09-08,1.95,675.0,641.25,21600.0,CLOSED
EO CE JSWSTEEL 30Sep2025 1200,2025-09-29,0.05,2025.0,2025-09-26,0.7,2025.0,1316.2499999999998,4320.0,CLOSED
EO CE JUBLFOOD 31Jul2025 800,2025-06-25,5.15,1250.0,2025-06-25,5.8,1250.0,812.4999999999993,0.0,CLOSED
EO CE JUBLFOOD 31Jul2025 800,2025-07-14,0.45,1250.0,2025-07-07,1.5,1250.0,1312.5,10080.0,CLOSED
EO CE JUBLFOOD 31Jul2025 800,2025-07-14,0.45,1250.0,2025-07-07,1.5,1250.0,1312.5,10080.0,CLOSED
EO CE KALYANKJIL 28Aug2025 650,2025-08-14,0.5,1175.0,2025-08-08,1.95,1175.0,1703.75,8640.0,CLOSED
EO CE KAYNES 26Jun2025 6000,2025-06-20,53.3,100.0,2025-06-20,31.9,100.0,-2140.0,0.0,CLOSED
EO CE KAYNES 26Jun2025 6000,2025-06-20,37.2,100.0,2025-06-20,41.9,100.0,469.99999999999955,0.0,CLOSED
EO CE KAYNES 26Jun2025 6000,2025-06-20,37.2,100.0,2025-06-20,36.9,100.0,-30.000000000000426,0.0,CLOSED
EO CE KAYNES 26Jun2025 6000,2025-06-20,53.2,100.0,2025-06-20,31.9,100.0,-2130.0000000000005,0.0,CLOSED
EO CE KAYNES 28Aug2025 7100,2025-08-05,46.1,100.0,2025-08-05,55.25,100.0,914.9999999999999,0.0,CLOSED
EO CE KAYNES 31Jul2025 7000,2025-07-11,25.0,100.0,2025-07-09,51.95,100.0,2695.0000000000005,2880.0,CLOSED
EO CE KPITTECH 26Jun2025 1420,2025-06-26,0.05,400.0,2025-06-24,1.2,400.0,459.99999999999994,2880.0,CLOSED
EO CE KPITTECH 26Jun2025 1420,2025-06-26,0.05,400.0,2025-06-24,1.15,400.0,439.99999999999994,2880.0,CLOSED
EO CE KPITTECH 26Jun2025 1500,2025-06-20,1.8,400.0,2025-06-19,2.6,400.0,320.0,1440.0,CLOSED
EO CE KPITTECH 26Jun2025 1500,2025-06-20,1.8,400.0,2025-06-19,2.75,400.0,380.0,1440.0,CLOSED
EO CE KPITTECH 26Jun2025 1500,2025-06-20,1.75,400.0,2025-06-19,2.75,400.0,400.0,1440.0,CLOSED
EO CE KPITTECH 26Jun2025 1500,2025-06-20,1.75,400.0,2025-06-19,2.6,400.0,340.00000000000006,1440.0,CLOSED
EO CE LAURUSLABS 28Oct2025 1000,,0.0,1700.0,2025-09-29,2.75,1700.0,4675.0,0.0,OPEN
EO CE LODHA 26Jun2025 1600,2025-06-23,1.2,450.0,2025-06-23,1.5,450.0,135.00000000000003,0.0,CLOSED
EO CE LODHA 31Jul2025 1480,2025-07-24,1.6,450.0,2025-07-23,2.3,450.0,314.9999999999999,1440.0,CLOSED
EO CE LODHA 31Jul2025 1480,2025-07-24,1.55,450.0,2025-07-23,2.3,450.0,337.4999999999999,1440.0,CLOSED
EO CE LODHA 31Jul2025 1480,2025-07-24,1.55,450.0,2025-07-23,2.3,450.0,337.4999999999999,1440.0,CLOSED
EO CE LODHA 31Jul2025 1480,2025-07-24,1.55,450.0,2025-07-23,2.3,450.0,337.4999999999999,1440.0,CLOSED
EO CE LODHA 31Jul2025 1500,2025-07-24,1.05,450.0,2025-07-23,1.9,450.0,382.49999999999994,1440.0,CLOSED
EO CE LODHA 31Jul2025 1500,2025-07-24,1.05,450.0,2025-07-23,1.9,450.0,382.49999999999994,1440.0,CLOSED
EO CE LTF 30Sep2025 255,2025-09-16,0.9,4462.0,2025-09-08,0.6,4462.0,-1338.6000000000001,11520.0,CLOSED
EO CE LTF 31Jul2025 230,2025-07-07,1.6,4462.0,2025-07-07,1.5,4462.0,-446.2000000000004,0.0,CLOSED
EO CE M&M 26Jun2025 3250,2025-06-23,3.8,175.0,2025-06-23,4.65,175.0,148.75000000000009,0.0,CLOSED
EO CE M&M 26Jun2025 3250,2025-06-23,3.8,350.0,2025-06-23,4.65,350.0,297.50000000000017,0.0,CLOSED
EO CE M&M 26Jun2025 3250,2025-06-23,3.8,175.0,2025-06-23,4.65,175.0,148.75000000000009,0.0,CLOSED
EO CE M&M 28Aug2025 3600,2025-08-04,7.1,200.0,2025-08-01,7.4,200.0,60.00000000000014,4320.0,CLOSED
EO CE M&M 28Aug2025 3600,2025-08-04,7.1,200.0,2025-08-01,7.4,200.0,60.00000000000014,4320.0,CLOSED
EO CE M&M 28Aug2025 3600,2025-08-06,3.05,200.0,2025-08-01,7.4,200.0,870.0000000000001,7200.0,CLOSED
EO CE M&M 28Aug2025 3600,2025-08-06,3.05,200.0,2025-08-01,7.4,200.0,870.0000000000001,7200.0,CLOSED
EO CE M&M 31Jul2025 3300,2025-07-31,6.4,200.0,2025-07-31,1.8,200.0,-920.0000000000001,0.0,CLOSED
EO CE M&M 31Jul2025 3300,2025-07-31,6.4,200.0,2025-07-31,1.8,200.0,-920.0000000000001,0.0,CLOSED
EO CE M&M 31Jul2025 3300,2025-07-31,6.4,400.0,2025-07-31,1.7,400.0,-1880.0,0.0,CLOSED
EO CE MARICO 28Aug2025 790,2025-08-04,2.1,1200.0,2025-08-04,1.8,1200.0,-360.00000000000006,0.0,CLOSED
EO CE MARICO 28Aug2025 790,2025-08-04,2.1,1200.0,2025-08-04,1.8,1200.0,-360.00000000000006,0.0,CLOSED
EO CE MARICO 28Aug2025 790,2025-08-18,0.35,1200.0,2025-08-04,1.8,1200.0,1740.0000000000002,20160.0,CLOSED
EO CE MARICO 28Aug2025 790,2025-08-18,0.35,1200.0,2025-08-04,1.8,1200.0,1740.0000000000002,20160.0,CLOSED
EO CE MARICO 28Aug2025 800,2025-08-20,0.5,2400.0,2025-08-04,1.1,2400.0,1440.0000000000002,23040.0,CLOSED
EO CE MARICO 28Aug2025 800,2025-08-25,0.1,1200.0,2025-08-21,0.3,1200.0,239.99999999999997,5760.0,CLOSED
EO CE MARICO 31Jul2025 820,,0.0,2400.0,2025-07-04,1.0,2400.0,2400.0,0.0,OPEN
EO CE MARUTI 28Aug2025 13000,2025-08-04,42.1,50.0,2025-08-04,49.9,50.0,389.9999999999999,0.0,CLOSED
EO CE MARUTI 28Oct2025 18000,2025-09-30,32.25,50.0,2025-09-30,28.9,50.0,-167.50000000000006,0.0,CLOSED
EO CE MARUTI 30Sep2025 16400,2025-09-05,10.15,50.0,2025-09-04,11.5,50.0,67.49999999999999,1440.0,CLOSED
EO CE MARUTI 30Sep2025 16400,2025-09-05,10.15,50.0,2025-09-04,12.5,50.0,117.49999999999999,1440.0,CLOSED
EO CE MARUTI 30Sep2025 16400,2025-09-08,18.0,50.0,2025-09-04,11.5,50.0,-325.0,5760.0,CLOSED
EO CE MARUTI 30Sep2025 16400,2025-09-08,18.0,50.0,2025-09-04,12.5,50.0,-275.0,5760.0,CLOSED
EO CE MAXHEALTH 26Jun2025 1360,2025-06-13,3.15,525.0,2025-06-12,2.3,525.0,-446.25000000000006,1440.0,CLOSED
EO CE MAXHEALTH 26Jun2025 1360,2025-06-13,2.6,1050.0,2025-06-12,2.3,1050.0,-315.0000000000003,1440.0,CLOSED
EO CE MAXHEALTH 26Jun2025 1360,2025-06-13,3.15,525.0,2025-06-12,2.3,525.0,-446.25000000000006,1440.0,CLOSED
EO CE MAXHEALTH 26Jun2025 1360,2025-06-18,0.9,525.0,2025-06-12,2.3,525.0,735.0,8640.0,CLOSED
EO CE MAXHEALTH 26Jun2025 1360,2025-06-19,0.2,525.0,2025-06-12,2.3,525.0,1102.4999999999998,10080.0,CLOSED
EO CE MAXHEALTH 28Aug2025 1360,2025-08-26,0.05,1050.0,2025-08-14,1.7,1050.0,1732.5,17280.0,CLOSED
EO CE MAXHEALTH 28Aug2025 1380,2025-08-26,0.05,525.0,2025-08-18,1.05,525.0,525.0,11520.0,CLOSED
EO CE MAXHEALTH 28Aug2025 1380,2025-08-26,0.05,525.0,2025-08-18,1.05,525.0,525.0,11520.0,CLOSED
EO CE MAXHEALTH 28Aug2025 1380,2025-08-26,0.05,525.0,2025-08-18,1.05,525.0,525.0,11520.0,CLOSED
