trade_date,symbol,transaction_type,quantity,price,trade_value,charges,open,high,low,close,volume,t_score,f_score,total_score,is_52week_high,is_52week_low,is_alltime_high,is_alltime_low,trade_hour,trade_day_of_week,trade_month,pnl,holding_period_minutes
23-06-25,EO CE BAJAJFINSV 26Jun2025 2080,SALE,500,0.9,450,0,1976.3,2008.4,1950.7,1997.6,1125629,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,0,6,-225,0
23-06-25,EO CE BAJAJFINSV 26Jun2025 2080,BUY,500,1.35,675,0,1976.3,2008.4,1950.7,1997.6,1125629,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,0,6,0,0
23-06-25,EO CE BAJAJFINSV 26Jun2025 2080,SALE,500,0.9,450,0,1976.3,2008.4,1950.7,1997.6,1125629,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,0,6,-225,0
13-06-25,EO CE BAJAJFINSV 26Jun2025 2200,SALE,500,2.3,1150,0,2000,2016.9,1980,2011,1418715,62.5,73,67.75,FALSE,FALSE,FALSE,FALSE,0,4,6,0,0
18-06-25,EO CE BAJAJFINSV 26Jun2025 2200,BUY,500,1.2,600,0,2002,2018,1975.8,1981.4,1401356,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,2,6,550,7200
03-06-25,EO CE BAJAJFINSV 26Jun2025 2240,SALE,500,2.4,1200,0,2039.1,2044.8,1980,1991.9,1522876,62.5,73,67.75,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
06-06-25,EO CE BAJAJFINSV 26Jun2025 2240,BUY,500,2.05,1025,0,1968,2018.7,1921,1990,6970191,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,4,6,175,4320
17-06-25,EO CE BAJAJFINSV 26Jun2025 2240,SALE,1000,0.75,750,0,2030,2033.9,1996.2,2003.3,1220096,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
17-06-25,EO CE BAJAJFINSV 26Jun2025 2240,SALE,500,0.75,375,0,2030,2033.9,1996.2,2003.3,1220096,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
18-06-25,EO CE BAJAJFINSV 26Jun2025 2240,BUY,500,0.85,425,0,2002,2018,1975.8,1981.4,1401356,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,2,6,-50,1440
19-06-25,EO CE BAJAJFINSV 26Jun2025 2240,BUY,500,0.45,225,0,1982,1996.2,1957.4,1967.6,745887,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,3,6,150,2880
25-06-25,EO CE BAJAJFINSV 26Jun2025 2240,BUY,500,0.05,25,0,2028,2028,2004,2011.8,998245,62.5,73,67.75,FALSE,FALSE,FALSE,FALSE,0,2,6,350,11520
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,SALE,500,1.3,650,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,BUY,500,1.3,650,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,SALE,500,1.3,650,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
